ano,edicao,id_usnews,universidade,bloco,area,indicador,tipo,valor,observacao
2026,2026-2027,500437,Universidade de São Paulo,Listagem,Geral,Best Universities in Brazil,posicao,1.0,
2026,2026-2027,500437,Universidade de São Paulo,Listagem,Geral,Best Global Universities,posicao,134.0,
2026,2026-2027,500437,Universidade de São Paulo,Listagem,Geral,Global Score,score,65.7,
2026,2026-2027,500437,Universidade de São Paulo,Listagem,Geral,Enrollment,valor,81876.0,
2026,2026-2027,500437,Universidade de São Paulo,Perfil institucional,Geral,Total number of students,valor,81876.0,
2026,2026-2027,500437,Universidade de São Paulo,Perfil institucional,Geral,Number of international students,valor,2491.0,
2026,2026-2027,500437,Universidade de São Paulo,Perfil institucional,Geral,Total number of academic staff,valor,6043.0,
2026,2026-2027,500437,Universidade de São Paulo,Perfil institucional,Geral,Number of international staff,valor,275.0,
2026,2026-2027,500437,Universidade de São Paulo,Perfil institucional,Geral,Number of undergraduate degrees awarded,valor,8989.0,
2026,2026-2027,500437,Universidade de São Paulo,Perfil institucional,Geral,Number of master's degrees awarded,valor,3991.0,
2026,2026-2027,500437,Universidade de São Paulo,Perfil institucional,Geral,Number of doctoral degrees awarded,valor,2920.0,
2026,2026-2027,500437,Universidade de São Paulo,Perfil institucional,Geral,Number of research only staff,valor,4205.0,
2026,2026-2027,500437,Universidade de São Paulo,Perfil institucional,Geral,Number of new undergraduate students,valor,10803.0,
2026,2026-2027,500437,Universidade de São Paulo,Perfil institucional,Geral,Number of new master's students,valor,4086.0,
2026,2026-2027,500437,Universidade de São Paulo,Perfil institucional,Geral,Number of new doctoral students,valor,2855.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking geral,Geral,Global score,score,65.7,
2026,2026-2027,500437,Universidade de São Paulo,Ranking geral,Geral,Best Global Universities,posicao,134.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking geral,Geral,Best Global Universities in Latin America,posicao,1.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking geral,Geral,Best Global Universities in Brazil,posicao,1.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Agricultural Sciences,Posicao na area,posicao,19.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Agricultural Sciences,Score na area,score,69.2,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Arts and Humanities,Posicao na area,posicao,217.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Arts and Humanities,Score na area,score,41.8,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Biology and Biochemistry,Posicao na area,posicao,76.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Biology and Biochemistry,Score na area,score,54.2,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Biotechnology and Applied Microbiology,Posicao na area,posicao,74.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Biotechnology and Applied Microbiology,Score na area,score,49.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Cardiac and Cardiovascular Systems,Posicao na area,posicao,106.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Cardiac and Cardiovascular Systems,Score na area,score,54.3,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Cell Biology,Posicao na area,posicao,188.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Cell Biology,Score na area,score,35.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Chemical Engineering,Posicao na area,posicao,272.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Chemical Engineering,Score na area,score,43.4,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Chemistry,Posicao na area,posicao,136.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Chemistry,Score na area,score,61.8,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Civil Engineering,Posicao na area,posicao,238.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Civil Engineering,Score na area,score,16.4,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Clinical Medicine,Posicao na area,posicao,76.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Clinical Medicine,Score na area,score,68.4,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Computer Science,Posicao na area,posicao,246.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Computer Science,Score na area,score,43.6,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Ecology,Posicao na area,posicao,33.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Ecology,Score na area,score,72.2,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Economics and Business,Posicao na area,posicao,299.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Economics and Business,Score na area,score,33.1,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Electrical and Electronic Engineering,Posicao na area,posicao,548.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Electrical and Electronic Engineering,Score na area,score,33.2,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Endocrinology and Metabolism,Posicao na area,posicao,95.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Endocrinology and Metabolism,Score na area,score,53.3,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Energy and Fuels,Posicao na area,posicao,340.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Energy and Fuels,Score na area,score,42.4,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Engineering,Posicao na area,posicao,221.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Engineering,Score na area,score,54.3,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Environmental Engineering,Posicao na area,posicao,231.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Environmental Engineering,Score na area,score,24.2,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Environment/Ecology,Posicao na area,posicao,36.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Environment/Ecology,Score na area,score,75.7,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Food Science and Technology,Posicao na area,posicao,51.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Food Science and Technology,Score na area,score,52.1,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Gastroenterology and Hepatology,Posicao na area,posicao,158.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Gastroenterology and Hepatology,Score na area,score,40.6,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Geosciences,Posicao na area,posicao,105.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Geosciences,Score na area,score,57.9,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Green and Sustainable Science and Technology,Posicao na area,posicao,140.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Green and Sustainable Science and Technology,Score na area,score,47.1,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Immunology,Posicao na area,posicao,83.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Immunology,Score na area,score,46.4,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Infectious Diseases,Posicao na area,posicao,74.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Infectious Diseases,Score na area,score,58.7,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Marine and Freshwater Biology,Posicao na area,posicao,26.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Marine and Freshwater Biology,Score na area,score,56.9,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Materials Science,Posicao na area,posicao,243.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Materials Science,Score na area,score,45.7,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Mathematics,Posicao na area,posicao,133.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Mathematics,Score na area,score,57.5,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Mechanical Engineering,Posicao na area,posicao,180.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Mechanical Engineering,Score na area,score,35.7,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Microbiology,Posicao na area,posicao,29.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Microbiology,Score na area,score,59.3,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Molecular Biology and Genetics,Posicao na area,posicao,165.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Molecular Biology and Genetics,Score na area,score,41.3,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Neuroscience and Behavior,Posicao na area,posicao,130.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Neuroscience and Behavior,Score na area,score,44.1,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Oncology,Posicao na area,posicao,234.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Oncology,Score na area,score,40.9,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Optics,Posicao na area,posicao,215.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Optics,Score na area,score,35.9,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Pharmacology and Toxicology,Posicao na area,posicao,48.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Pharmacology and Toxicology,Score na area,score,68.2,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Physical Chemistry,Posicao na area,posicao,443.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Physical Chemistry,Score na area,score,44.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Physics,Posicao na area,posicao,115.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Physics,Score na area,score,62.5,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Plant and Animal Science,Posicao na area,posicao,18.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Plant and Animal Science,Score na area,score,83.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Polymer Science,Posicao na area,posicao,110.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Polymer Science,Score na area,score,42.3,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Psychiatry/Psychology,Posicao na area,posicao,78.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Psychiatry/Psychology,Score na area,score,59.4,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,"Public, Environmental and Occupational Health",Posicao na area,posicao,65.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,"Public, Environmental and Occupational Health",Score na area,score,68.6,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,"Radiology, Nuclear Medicine and Medical Imaging",Posicao na area,posicao,157.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,"Radiology, Nuclear Medicine and Medical Imaging",Score na area,score,47.6,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Social Sciences and Public Health,Posicao na area,posicao,108.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Social Sciences and Public Health,Score na area,score,62.1,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Space Science,Posicao na area,posicao,138.0,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Space Science,Score na area,score,49.9,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Surgery,Posicao na area,posicao,166.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Surgery,Score na area,score,44.7,
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Water Resources,Posicao na area,posicao,124.0,empate
2026,2026-2027,500437,Universidade de São Paulo,Ranking por area,Water Resources,Score na area,score,35.2,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Geral,Global research reputation,posicao,85.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Geral,Regional research reputation,posicao,1.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Geral,Publications,posicao,19.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Geral,Books,posicao,265.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Geral,Conferences,posicao,129.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Geral,Normalized citation impact,posicao,1717.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Geral,Total citations,posicao,66.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Geral,Number of publications that are among the 10% most cited,posicao,122.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Geral,Percentage of total publications that are among the 10% most cited,posicao,2081.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Geral,International collaboration - relative to country,posicao,247.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Geral,International collaboration,posicao,934.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Geral,Number of highly cited papers that are among the top 1% most cited,posicao,138.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Geral,Percentage of highly cited papers that are among the top 1% most cited,posicao,1706.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Agricultural Sciences,Global research reputation,posicao,39.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Agricultural Sciences,Regional research reputation,posicao,1.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Agricultural Sciences,Publications,posicao,9.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Agricultural Sciences,Normalized citation impact,posicao,448.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Agricultural Sciences,Total citations,posicao,22.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Agricultural Sciences,Number of publications that are among the 10% most cited,posicao,47.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Agricultural Sciences,Percentage of total publications that are among the 10% most cited,posicao,424.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Agricultural Sciences,International collaboration - relative to country,posicao,26.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Agricultural Sciences,International collaboration,posicao,301.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Agricultural Sciences,Number of highly cited papers that are among the top 1% most cited,posicao,111.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Agricultural Sciences,Percentage of highly cited papers that are among the top 1% most cited,posicao,441.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Arts and Humanities,Global research reputation,posicao,88.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Arts and Humanities,Regional research reputation,posicao,2.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Arts and Humanities,Publications,posicao,194.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Arts and Humanities,Books,posicao,295.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Arts and Humanities,Conferences,posicao,92.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Arts and Humanities,Normalized citation impact,posicao,365.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Arts and Humanities,Total citations,posicao,343.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Arts and Humanities,Number of publications that are among the 10% most cited,posicao,348.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Arts and Humanities,Percentage of total publications that are among the 10% most cited,posicao,366.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Arts and Humanities,International collaboration - relative to country,posicao,67.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Arts and Humanities,International collaboration,posicao,86.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biology and Biochemistry,Global research reputation,posicao,59.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biology and Biochemistry,Regional research reputation,posicao,1.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biology and Biochemistry,Publications,posicao,7.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biology and Biochemistry,Normalized citation impact,posicao,765.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biology and Biochemistry,Total citations,posicao,58.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biology and Biochemistry,Number of publications that are among the 10% most cited,posicao,110.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biology and Biochemistry,Percentage of total publications that are among the 10% most cited,posicao,778.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biology and Biochemistry,International collaboration - relative to country,posicao,78.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biology and Biochemistry,International collaboration,posicao,346.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biology and Biochemistry,Number of highly cited papers that are among the top 1% most cited,posicao,94.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biology and Biochemistry,Percentage of highly cited papers that are among the top 1% most cited,posicao,637.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biotechnology and Applied Microbiology,Publications,posicao,11.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biotechnology and Applied Microbiology,Conferences,posicao,62.0,substituto
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biotechnology and Applied Microbiology,Normalized citation impact,posicao,275.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biotechnology and Applied Microbiology,Total citations,posicao,49.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biotechnology and Applied Microbiology,Number of publications that are among the 10% most cited,posicao,99.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biotechnology and Applied Microbiology,Percentage of total publications that are among the 10% most cited,posicao,281.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biotechnology and Applied Microbiology,International collaboration - relative to country,posicao,31.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biotechnology and Applied Microbiology,International collaboration,posicao,121.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biotechnology and Applied Microbiology,Number of highly cited papers that are among the top 1% most cited,posicao,104.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Biotechnology and Applied Microbiology,Percentage of highly cited papers that are among the top 1% most cited,posicao,220.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cardiac and Cardiovascular Systems,Publications,posicao,67.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cardiac and Cardiovascular Systems,Conferences,posicao,82.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cardiac and Cardiovascular Systems,Normalized citation impact,posicao,138.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cardiac and Cardiovascular Systems,Total citations,posicao,70.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cardiac and Cardiovascular Systems,Number of publications that are among the 10% most cited,posicao,109.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cardiac and Cardiovascular Systems,Percentage of total publications that are among the 10% most cited,posicao,247.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cardiac and Cardiovascular Systems,International collaboration - relative to country,posicao,118.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cardiac and Cardiovascular Systems,International collaboration,posicao,141.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cardiac and Cardiovascular Systems,Number of highly cited papers that are among the top 1% most cited,posicao,90.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cardiac and Cardiovascular Systems,Percentage of highly cited papers that are among the top 1% most cited,posicao,184.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cell Biology,Publications,posicao,68.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cell Biology,Conferences,posicao,11.0,substituto
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cell Biology,Normalized citation impact,posicao,340.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cell Biology,Total citations,posicao,149.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cell Biology,Number of publications that are among the 10% most cited,posicao,172.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cell Biology,Percentage of total publications that are among the 10% most cited,posicao,342.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cell Biology,International collaboration - relative to country,posicao,86.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cell Biology,International collaboration,posicao,170.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cell Biology,Number of highly cited papers that are among the top 1% most cited,posicao,163.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Cell Biology,Percentage of highly cited papers that are among the top 1% most cited,posicao,292.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemical Engineering,Publications,posicao,79.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemical Engineering,Conferences,posicao,67.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemical Engineering,Normalized citation impact,posicao,414.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemical Engineering,Total citations,posicao,194.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemical Engineering,Number of publications that are among the 10% most cited,posicao,307.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemical Engineering,Percentage of total publications that are among the 10% most cited,posicao,418.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemical Engineering,International collaboration - relative to country,posicao,72.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemical Engineering,International collaboration,posicao,200.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemical Engineering,Number of highly cited papers that are among the top 1% most cited,posicao,388.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemical Engineering,Percentage of highly cited papers that are among the top 1% most cited,posicao,423.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemistry,Global research reputation,posicao,96.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemistry,Regional research reputation,posicao,1.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemistry,Publications,posicao,42.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemistry,Normalized citation impact,posicao,1417.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemistry,Total citations,posicao,128.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemistry,Number of publications that are among the 10% most cited,posicao,220.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemistry,Percentage of total publications that are among the 10% most cited,posicao,1362.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemistry,International collaboration - relative to country,posicao,192.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemistry,International collaboration,posicao,694.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemistry,Number of highly cited papers that are among the top 1% most cited,posicao,312.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Chemistry,Percentage of highly cited papers that are among the top 1% most cited,posicao,1233.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Civil Engineering,Publications,posicao,123.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Civil Engineering,Conferences,posicao,70.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Civil Engineering,Normalized citation impact,posicao,267.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Civil Engineering,Total citations,posicao,228.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Civil Engineering,Number of publications that are among the 10% most cited,posicao,262.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Civil Engineering,Percentage of total publications that are among the 10% most cited,posicao,267.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Civil Engineering,International collaboration - relative to country,posicao,19.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Civil Engineering,International collaboration,posicao,97.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Civil Engineering,Number of highly cited papers that are among the top 1% most cited,posicao,195.0,substituto
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Civil Engineering,Percentage of highly cited papers that are among the top 1% most cited,posicao,240.0,substituto
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Clinical Medicine,Global research reputation,posicao,71.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Clinical Medicine,Regional research reputation,posicao,1.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Clinical Medicine,Publications,posicao,40.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Clinical Medicine,Normalized citation impact,posicao,750.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Clinical Medicine,Total citations,posicao,64.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Clinical Medicine,Number of publications that are among the 10% most cited,posicao,116.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Clinical Medicine,Percentage of total publications that are among the 10% most cited,posicao,1030.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Clinical Medicine,International collaboration - relative to country,posicao,294.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Clinical Medicine,International collaboration,posicao,566.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Clinical Medicine,Number of highly cited papers that are among the top 1% most cited,posicao,96.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Clinical Medicine,Percentage of highly cited papers that are among the top 1% most cited,posicao,740.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Computer Science,Global research reputation,posicao,134.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Computer Science,Regional research reputation,posicao,1.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Computer Science,Publications,posicao,133.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Computer Science,Conferences,posicao,171.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Computer Science,Normalized citation impact,posicao,1006.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Computer Science,Total citations,posicao,337.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Computer Science,Number of publications that are among the 10% most cited,posicao,416.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Computer Science,Percentage of total publications that are among the 10% most cited,posicao,1024.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Computer Science,International collaboration - relative to country,posicao,318.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Computer Science,International collaboration,posicao,501.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Computer Science,Number of highly cited papers that are among the top 1% most cited,posicao,627.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Computer Science,Percentage of highly cited papers that are among the top 1% most cited,posicao,953.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Ecology,Publications,posicao,10.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Ecology,Conferences,posicao,21.0,substituto
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Ecology,Normalized citation impact,posicao,229.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Ecology,Total citations,posicao,23.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Ecology,Number of publications that are among the 10% most cited,posicao,31.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Ecology,Percentage of total publications that are among the 10% most cited,posicao,262.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Ecology,International collaboration - relative to country,posicao,25.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Ecology,International collaboration,posicao,159.0,
2026,2026-2027,500437,Universidade de São Paulo,Indicador,Ecology,Number of highly cited papers that are among the top 1% most cited,posicao,30.0,
